,Loan_ID,Dependents,LoanAmount,Loan_Amount_Term,Credit_History,Total,Gender_Male,Education_Not Graduate,Property_Area_Semiurban,Property_Area_Urban,Married_Yes,Self_Employed_Yes,Loan_Status_Y
344,LP002128,2,125.0,360.0,1.0,4913.0,1,0,0,0,1,0,1
345,LP002129,0,160.0,360.0,1.0,4957.0,1,0,1,0,1,0,1
346,LP002130,0,152.0,360.0,0.0,6753.0,1,1,0,0,1,0,0
347,LP002131,2,126.0,360.0,1.0,5251.0,1,1,0,1,1,0,1
348,LP002137,0,259.0,360.0,1.0,10916.0,1,0,1,0,1,0,1
349,LP002138,0,187.0,360.0,1.0,8875.0,1,0,0,0,1,0,1
350,LP002139,0,228.0,360.0,1.0,9083.0,1,0,1,0,1,0,1
351,LP002140,0,308.0,360.0,1.0,12917.0,1,0,0,0,0,0,0
352,LP002141,3,95.0,360.0,1.0,4749.0,1,0,0,0,1,0,1
353,LP002142,0,105.0,360.0,0.0,5500.0,0,0,0,0,1,1,0
354,LP002143,0,130.0,360.0,1.0,2928.0,0,0,1,0,1,0,1
355,LP002144,0,116.0,180.0,1.0,3813.0,0,0,0,1,0,0,1
356,LP002149,2,165.0,360.0,1.0,11500.0,1,0,0,0,1,0,1
357,LP002151,1,67.0,360.0,1.0,3875.0,1,0,0,1,1,0,0
358,LP002158,0,100.0,480.0,0.0,4666.0,1,1,0,1,1,0,0
359,LP002160,3,200.0,360.0,1.0,8334.0,1,0,1,0,1,0,1
360,LP002161,1,81.0,360.0,1.0,4723.0,0,0,1,0,0,0,0
361,LP002170,2,236.0,360.0,1.0,8667.0,1,0,1,0,1,0,1
362,LP002175,0,130.0,360.0,1.0,7083.0,1,0,0,1,1,0,1
363,LP002178,0,95.0,300.0,1.0,6046.0,1,0,0,1,1,0,1
364,LP002180,0,141.0,360.0,1.0,6822.0,1,0,0,0,0,1,1
365,LP002181,0,133.0,360.0,1.0,6216.0,1,1,0,0,0,0,0
366,LP002187,0,96.0,480.0,1.0,2500.0,1,0,1,0,0,0,0
367,LP002188,0,124.0,360.0,0.0,5124.0,1,0,0,0,0,0,0
368,LP002190,1,175.0,360.0,1.0,6325.0,1,0,1,0,1,0,1
369,LP002191,0,570.0,360.0,1.0,24996.0,1,0,0,0,1,0,0
370,LP002194,0,55.0,360.0,1.0,15759.0,0,0,1,0,0,1,1
371,LP002197,2,155.0,360.0,1.0,5185.0,1,0,1,0,1,0,1
372,LP002201,2,380.0,300.0,1.0,17196.0,1,0,0,0,1,1,1
373,LP002205,1,111.0,180.0,0.0,5049.0,1,0,0,1,0,0,0
374,LP002209,0,110.0,360.0,1.0,4223.0,0,0,0,1,0,0,1
375,LP002211,0,120.0,180.0,1.0,5740.0,1,0,0,1,1,0,1
376,LP002219,3,130.0,360.0,1.0,13746.0,1,0,0,0,1,0,1
377,LP002223,0,130.0,360.0,1.0,4310.0,1,0,1,0,1,0,1
378,LP002224,0,71.0,480.0,1.0,3069.0,1,0,0,1,0,0,0
379,LP002225,2,130.0,360.0,1.0,5391.0,1,0,0,1,1,0,1
380,LP002226,0,128.0,360.0,1.0,5833.0,1,0,1,0,1,0,1
381,LP002229,0,296.0,360.0,1.0,10173.0,1,0,1,0,0,0,1
382,LP002231,0,156.0,360.0,1.0,6000.0,0,0,0,1,0,0,1
383,LP002234,0,128.0,360.0,1.0,7167.0,1,0,0,1,0,1,1
384,LP002236,2,100.0,360.0,1.0,4566.0,1,0,0,1,1,0,0
385,LP002237,1,113.0,180.0,1.0,3667.0,1,0,0,1,0,0,1
386,LP002239,0,132.0,360.0,1.0,3946.0,1,1,1,0,0,0,1
387,LP002243,0,128.0,360.0,0.0,6146.0,1,1,0,1,1,0,0
388,LP002244,0,136.0,360.0,1.0,4750.0,1,0,0,1,1,0,1
389,LP002250,0,125.0,360.0,1.0,5488.0,1,0,0,0,1,0,1
390,LP002255,3,185.0,360.0,1.0,9167.0,1,0,0,0,0,0,1
391,LP002262,3,275.0,360.0,1.0,9504.0,1,0,0,0,1,0,1
392,LP002263,0,120.0,360.0,1.0,4698.0,1,0,0,1,1,0,1
393,LP002265,2,113.0,180.0,1.0,3618.0,1,1,1,0,1,0,1
394,LP002266,2,113.0,360.0,1.0,4500.0,1,0,0,1,1,0,1
395,LP002272,2,135.0,360.0,1.0,3760.0,1,0,1,0,1,0,1
396,LP002277,0,71.0,360.0,0.0,3180.0,0,0,0,1,0,0,0
397,LP002281,0,95.0,360.0,1.0,4492.0,1,0,0,1,1,0,1
398,LP002284,0,109.0,360.0,1.0,5568.0,1,1,0,0,0,0,1
399,LP002287,0,103.0,360.0,0.0,3300.0,0,0,1,0,0,0,0
400,LP002288,2,45.0,180.0,0.0,2889.0,1,1,0,1,1,0,0
401,LP002296,0,65.0,300.0,1.0,2755.0,1,1,0,0,0,0,0
402,LP002297,0,103.0,360.0,1.0,22500.0,1,0,1,0,0,0,1
403,LP002300,0,53.0,360.0,1.0,1963.0,0,1,1,0,0,0,1
404,LP002301,0,194.0,360.0,1.0,7441.0,0,0,0,0,0,1,0
405,LP002305,0,115.0,360.0,1.0,4547.0,0,0,1,0,0,0,1
406,LP002308,0,115.0,360.0,1.0,4567.0,1,1,0,1,1,0,1
407,LP002314,0,66.0,360.0,1.0,2213.0,0,1,0,0,0,0,1
408,LP002315,1,152.0,300.0,0.0,8300.0,1,0,1,0,1,0,0
409,LP002317,3,360.0,360.0,0.0,81000.0,1,0,0,0,1,0,0
410,LP002318,1,62.0,360.0,1.0,3867.0,0,1,1,0,0,1,0
411,LP002319,0,160.0,360.0,1.0,6256.0,1,0,0,1,1,0,1
412,LP002328,0,218.0,360.0,0.0,6096.0,1,1,0,0,1,0,0
413,LP002332,0,110.0,360.0,1.0,4286.0,1,1,0,0,1,0,1
414,LP002335,0,178.0,360.0,0.0,5386.0,0,1,1,0,1,0,0
415,LP002337,0,60.0,360.0,1.0,2995.0,0,0,0,1,0,0,1
416,LP002341,1,160.0,360.0,1.0,2600.0,0,0,0,1,0,0,0
417,LP002342,2,239.0,360.0,1.0,21600.0,1,0,0,1,1,1,0
418,LP002345,0,112.0,360.0,1.0,3798.0,1,0,0,0,1,0,1
419,LP002347,0,138.0,360.0,1.0,4663.0,1,0,1,0,1,0,1
420,LP002348,0,138.0,360.0,1.0,5829.0,1,0,0,0,1,0,1
421,LP002357,0,80.0,360.0,0.0,2720.0,0,1,0,1,0,0,0
422,LP002361,0,100.0,360.0,1.0,3539.0,1,0,0,1,1,0,1
423,LP002362,1,110.0,360.0,0.0,8917.0,1,0,0,1,1,0,0
424,LP002364,0,96.0,360.0,1.0,14880.0,1,0,1,0,1,0,1
425,LP002366,0,121.0,360.0,1.0,6966.0,1,0,0,0,1,0,1
426,LP002367,1,81.0,360.0,1.0,4606.0,0,1,0,0,0,0,0
427,LP002368,2,133.0,360.0,1.0,5935.0,1,0,1,0,1,0,1
428,LP002369,0,87.0,360.0,1.0,2936.12000084,1,0,0,0,1,0,1
429,LP002370,0,60.0,180.0,1.0,2717.0,1,1,0,1,0,0,1
430,LP002377,1,150.0,360.0,1.0,8624.0,0,0,1,0,0,1,1
431,LP002379,0,105.0,360.0,0.0,6500.0,1,0,0,0,0,0,0
432,LP002386,0,405.0,360.0,1.0,12876.0,1,0,1,0,0,0,1
433,LP002387,0,143.0,360.0,1.0,4765.0,1,0,1,0,1,0,1
434,LP002390,0,100.0,360.0,1.0,3750.0,1,0,0,1,0,0,1
435,LP002393,0,128.0,240.0,1.0,10047.0,0,0,1,0,1,0,1
436,LP002398,0,50.0,360.0,1.0,3777.0,1,0,1,0,0,0,1
437,LP002401,0,128.0,360.0,1.0,3338.0,1,0,0,1,1,0,1
438,LP002403,0,187.0,360.0,0.0,10416.0,1,0,0,1,0,1,0
439,LP002407,0,138.0,360.0,1.0,7142.0,0,1,0,0,1,1,1
440,LP002408,0,187.0,360.0,1.0,8724.0,1,0,1,0,0,0,1
441,LP002409,0,180.0,360.0,1.0,9734.0,1,0,0,0,1,0,1
442,LP002418,3,148.0,360.0,1.0,6700.0,1,1,1,0,0,0,1
443,LP002422,1,152.0,360.0,1.0,37719.0,1,0,1,0,0,0,1
444,LP002424,0,175.0,300.0,1.0,15666.0,1,0,0,0,1,0,1
445,LP002429,1,130.0,360.0,1.0,4676.0,1,0,0,0,1,1,1
446,LP002434,2,110.0,360.0,1.0,4652.0,1,1,0,0,1,0,1
447,LP002435,0,55.0,360.0,1.0,4915.0,1,0,0,0,1,0,0
448,LP002443,2,150.0,360.0,0.0,5050.0,1,0,0,0,1,0,0
449,LP002444,1,190.0,360.0,1.0,4311.0,1,1,1,0,0,1,0
450,LP002446,2,125.0,360.0,0.0,3564.0,1,1,0,0,1,0,0
451,LP002447,2,60.0,300.0,1.0,3414.0,1,1,0,1,1,0,1
452,LP002448,0,149.0,360.0,0.0,5681.0,1,0,0,0,1,0,0
453,LP002449,0,90.0,180.0,0.0,4949.0,1,0,0,0,1,0,1
454,LP002453,0,84.0,360.0,1.0,7085.0,1,0,1,0,0,1,1
455,LP002455,2,96.0,360.0,1.0,3859.0,1,0,1,0,1,0,1
456,LP002459,0,118.0,360.0,1.0,4301.0,1,0,0,1,1,0,1
457,LP002467,0,173.0,360.0,1.0,6277.0,1,0,0,1,1,0,0
458,LP002472,2,136.0,360.0,1.0,4354.0,1,0,0,0,0,0,1
459,LP002473,0,160.0,360.0,1.0,8334.0,1,0,1,0,1,0,0
460,LP002478,0,160.0,360.0,1.0,6166.0,1,0,1,0,1,1,1
461,LP002484,3,128.0,180.0,1.0,7740.0,1,0,0,1,1,0,1
462,LP002487,0,153.0,360.0,1.0,5203.0,1,0,0,0,1,0,1
463,LP002489,1,132.0,360.0,1.0,5191.0,0,1,1,0,0,0,1
464,LP002493,0,98.0,360.0,0.0,4166.0,1,0,1,0,0,0,0
465,LP002494,0,140.0,360.0,1.0,6000.0,1,0,0,0,0,0,1
466,LP002500,3,70.0,180.0,0.0,4611.0,1,1,0,1,1,0,0
467,LP002501,0,110.0,360.0,1.0,16692.0,1,0,1,0,1,0,1
468,LP002502,2,98.0,360.0,1.0,3127.0,0,1,1,0,1,0,1
469,LP002505,0,110.0,360.0,1.0,6784.0,1,0,0,1,1,0,0
470,LP002515,1,162.0,360.0,1.0,5529.0,1,0,1,0,1,1,1
471,LP002517,1,113.0,180.0,0.0,4153.0,1,1,0,0,1,0,0
472,LP002519,3,100.0,360.0,1.0,4691.0,1,0,1,0,1,0,1
473,LP002522,0,93.0,360.0,1.0,2500.0,0,0,0,1,0,1,1
474,LP002524,2,162.0,360.0,1.0,10180.0,1,0,0,0,0,0,1
475,LP002527,2,150.0,360.0,1.0,17539.0,1,0,0,0,1,1,1
476,LP002529,2,230.0,300.0,1.0,8450.0,1,0,1,0,1,0,1
477,LP002530,2,132.0,360.0,0.0,4745.0,1,0,1,0,1,0,0
478,LP002531,1,86.0,360.0,1.0,18917.0,1,0,1,0,1,1,1
479,LP002533,2,128.0,360.0,1.0,4550.0,1,0,0,1,1,0,0
480,LP002534,0,154.0,360.0,1.0,4350.0,0,1,0,0,0,0,1
481,LP002536,3,113.0,360.0,1.0,3095.0,1,1,0,0,1,0,1
482,LP002537,0,128.0,360.0,1.0,5233.0,1,0,1,0,1,0,1
483,LP002541,0,234.0,360.0,1.0,10833.0,1,0,1,0,1,0,1
484,LP002543,2,246.0,360.0,1.0,8333.0,1,0,1,0,1,0,1
485,LP002544,1,131.0,360.0,1.0,4394.0,1,1,0,0,1,0,1
486,LP002545,2,80.0,360.0,0.0,3547.0,1,0,0,0,0,0,0
487,LP002547,1,500.0,360.0,1.0,18333.0,1,0,0,1,1,0,0
488,LP002555,2,160.0,360.0,1.0,6666.0,1,0,1,0,1,1,1
489,LP002556,0,75.0,360.0,1.0,2435.0,1,0,0,1,0,0,0
490,LP002560,0,96.0,360.0,1.0,5484.0,1,1,1,0,0,0,1
491,LP002562,1,186.0,360.0,1.0,6464.0,1,1,0,1,1,0,1
492,LP002571,0,110.0,360.0,1.0,3691.0,1,1,0,0,0,0,1
493,LP002582,0,225.0,360.0,1.0,17263.0,0,1,1,0,0,1,1
494,LP002585,0,119.0,360.0,0.0,5754.0,1,0,0,0,1,0,0
495,LP002586,1,105.0,84.0,1.0,4239.0,0,0,1,0,1,0,1
496,LP002587,0,107.0,360.0,1.0,4300.0,1,1,0,0,1,0,1
497,LP002588,0,111.0,12.0,1.0,7482.0,1,0,0,1,1,0,1
498,LP002600,1,95.0,360.0,1.0,2895.0,1,0,1,0,1,1,1
499,LP002602,0,209.0,360.0,0.0,10699.0,1,0,0,0,0,0,0
500,LP002603,0,113.0,480.0,1.0,4328.0,0,0,0,0,0,0,1
501,LP002606,0,100.0,360.0,1.0,3159.0,0,0,1,0,0,0,1
502,LP002615,2,208.0,360.0,1.0,10489.0,1,0,1,0,1,0,1
503,LP002618,1,138.0,360.0,1.0,9352.0,1,1,0,0,1,0,0
504,LP002619,0,124.0,300.0,1.0,5297.0,1,1,1,0,1,0,1
505,LP002622,2,243.0,360.0,1.0,7926.0,1,0,0,0,1,0,1
506,LP002624,0,480.0,360.0,1.0,27500.0,1,0,0,1,1,0,1
507,LP002625,0,96.0,360.0,1.0,3583.0,1,0,0,1,0,0,0
508,LP002626,0,188.0,360.0,1.0,5492.0,1,0,0,1,1,1,1
509,LP002634,1,40.0,360.0,1.0,13262.0,0,0,0,1,0,0,1
510,LP002637,0,100.0,360.0,1.0,4885.0,1,1,0,0,0,0,0
511,LP002640,1,250.0,360.0,1.0,8069.0,1,0,1,0,1,0,1
512,LP002643,2,148.0,360.0,1.0,5318.0,1,0,0,1,1,0,1
513,LP002648,0,70.0,180.0,1.0,8796.0,1,0,1,0,1,0,0
514,LP002652,0,311.0,360.0,1.0,9481.0,1,0,0,0,0,0,0
515,LP002659,3,150.0,360.0,1.0,6894.0,1,0,0,0,1,0,1
516,LP002670,2,113.0,480.0,1.0,3663.0,0,0,1,0,1,0,1
517,LP002682,0,123.0,360.0,0.0,4874.0,1,1,1,0,1,0,0
518,LP002683,0,185.0,360.0,1.0,6598.0,1,0,1,0,0,0,0
519,LP002684,0,95.0,360.0,1.0,3400.0,0,1,0,0,0,0,0
520,LP002689,2,45.0,360.0,1.0,3934.0,1,1,1,0,1,0,1
521,LP002690,0,55.0,360.0,1.0,2500.0,1,0,1,0,0,0,1
522,LP002692,3,100.0,360.0,1.0,7101.0,1,0,0,0,1,1,1
523,LP002693,2,480.0,360.0,1.0,15114.0,1,0,0,0,1,1,1
524,LP002697,0,128.0,360.0,1.0,6767.0,1,0,1,0,0,0,0
525,LP002699,2,400.0,360.0,1.0,17500.0,1,0,0,0,1,1,1
526,LP002705,0,110.0,360.0,1.0,3775.0,1,0,1,0,1,0,1
527,LP002706,1,161.0,360.0,0.0,6715.0,1,1,1,0,1,0,1
528,LP002714,1,94.0,360.0,1.0,3981.0,1,1,1,0,0,0,1
529,LP002716,0,130.0,360.0,1.0,6783.0,1,1,1,0,0,0,1
530,LP002717,0,216.0,360.0,1.0,6525.0,1,0,0,0,1,0,1
531,LP002720,3,100.0,360.0,1.0,4281.0,1,0,0,1,1,0,1
532,LP002723,2,110.0,360.0,0.0,3588.0,1,0,0,0,0,0,0
533,LP002729,1,196.0,360.0,1.0,11250.0,1,0,1,0,0,0,0
534,LP002731,0,125.0,360.0,1.0,18165.0,0,1,0,1,0,1,1
535,LP002732,0,126.0,360.0,1.0,4592.0,1,1,0,0,0,0,1
536,LP002734,0,324.0,360.0,1.0,10039.0,1,0,0,1,1,0,1
537,LP002738,2,107.0,360.0,1.0,3617.0,1,0,1,0,0,0,1
538,LP002739,0,66.0,360.0,1.0,3453.0,1,1,0,0,1,0,0
539,LP002740,3,157.0,180.0,1.0,6417.0,1,0,0,0,1,0,1
540,LP002741,1,140.0,180.0,1.0,7453.0,0,0,1,0,1,0,1
541,LP002743,0,99.0,360.0,0.0,2138.0,0,0,1,0,0,0,0
542,LP002753,1,95.0,360.0,1.0,3652.0,0,0,1,0,0,0,1
543,LP002755,1,128.0,360.0,1.0,4763.0,1,1,0,1,1,0,1
544,LP002757,0,102.0,360.0,1.0,3680.0,0,1,1,0,1,0,1
545,LP002767,0,155.0,360.0,1.0,4718.0,1,0,0,0,1,0,1
546,LP002768,0,80.0,36.0,1.0,3358.0,1,1,1,0,0,0,0
547,LP002772,0,145.0,360.0,1.0,4309.0,1,0,0,0,0,0,1
548,LP002776,0,103.0,360.0,0.0,5000.0,0,0,1,0,0,0,0
549,LP002777,0,110.0,360.0,1.0,4801.0,1,0,0,0,1,0,1
550,LP002778,2,128.0,360.0,0.0,6633.0,1,0,0,0,1,1,0
551,LP002784,1,128.0,360.0,1.0,4867.0,1,1,0,0,1,0,1
552,LP002785,1,158.0,360.0,1.0,6583.0,1,0,0,1,1,0,1
553,LP002788,0,181.0,360.0,0.0,4787.0,1,1,0,1,1,0,0
554,LP002789,0,132.0,180.0,0.0,7859.0,1,0,0,0,1,0,0
555,LP002792,1,26.0,360.0,1.0,6500.0,1,0,1,0,1,0,1
556,LP002794,0,84.0,360.0,1.0,4292.0,0,0,0,1,0,0,1
557,LP002795,3,260.0,360.0,1.0,10139.0,1,0,1,0,1,1,1
558,LP002798,0,162.0,360.0,1.0,6556.0,1,0,1,0,1,0,1
559,LP002804,0,182.0,360.0,1.0,6486.0,0,0,1,0,1,0,1
560,LP002807,2,108.0,360.0,1.0,3917.0,1,1,1,0,1,0,1
561,LP002813,1,600.0,360.0,1.0,19484.0,0,0,1,0,1,1,1
562,LP002820,0,211.0,360.0,1.0,7977.0,1,0,0,0,1,0,1
563,LP002821,0,132.0,360.0,1.0,5800.0,1,1,1,0,0,1,1
564,LP002832,2,258.0,360.0,0.0,8799.0,1,0,0,1,1,0,0
565,LP002833,0,120.0,360.0,1.0,4467.0,1,1,0,0,1,0,1
566,LP002836,0,70.0,360.0,1.0,3333.0,1,0,0,1,0,0,1
567,LP002837,3,123.0,360.0,0.0,5900.0,1,0,0,0,1,0,0
568,LP002840,0,9.0,360.0,1.0,2378.0,0,0,0,1,0,0,0
569,LP002841,0,104.0,360.0,0.0,5230.0,1,0,0,1,1,0,0
570,LP002842,1,186.0,360.0,1.0,5167.0,1,0,0,1,1,0,1
571,LP002847,0,165.0,360.0,0.0,6567.0,1,0,0,1,1,0,0
572,LP002855,2,275.0,360.0,1.0,16666.0,1,0,0,1,1,0,1
573,LP002862,2,187.0,480.0,1.0,7750.0,1,1,1,0,1,0,0
574,LP002863,3,150.0,360.0,1.0,6406.0,1,0,1,0,1,0,0
575,LP002868,2,108.0,84.0,1.0,3620.0,1,0,0,1,1,0,1
576,LP002872,0,136.0,360.0,0.0,5297.0,1,0,1,0,1,0,0
577,LP002874,0,110.0,360.0,1.0,5968.0,1,0,0,1,0,0,1
578,LP002877,1,107.0,360.0,1.0,4014.0,1,0,0,0,1,0,1
579,LP002888,0,161.0,360.0,1.0,6099.0,1,0,0,1,0,0,1
580,LP002892,2,205.0,360.0,1.0,6540.0,1,0,1,0,1,0,1
581,LP002893,0,90.0,360.0,1.0,35673.0,1,0,0,1,0,0,0
582,LP002894,0,36.0,360.0,1.0,3166.0,0,0,1,0,1,0,1
583,LP002898,1,61.0,360.0,1.0,1880.0,1,0,0,0,1,0,0
584,LP002911,1,146.0,360.0,0.0,4704.0,1,0,0,0,1,0,0
585,LP002912,1,172.0,84.0,1.0,7283.0,1,0,0,0,1,0,0
586,LP002916,0,104.0,360.0,1.0,3819.0,1,0,0,1,1,0,1
587,LP002917,0,70.0,360.0,1.0,2165.0,0,1,1,0,0,0,1
588,LP002925,0,94.0,360.0,1.0,4750.0,1,0,1,0,0,0,1
589,LP002926,2,106.0,360.0,0.0,2726.0,1,0,1,0,1,1,0
590,LP002928,0,56.0,180.0,1.0,6416.0,1,0,1,0,1,0,1
591,LP002931,2,205.0,240.0,1.0,6000.0,1,0,1,0,1,1,0
592,LP002933,3,292.0,360.0,1.0,9357.0,1,0,1,0,0,1,1
593,LP002936,0,142.0,180.0,1.0,7159.0,1,0,0,0,1,0,1
594,LP002938,0,260.0,360.0,1.0,16120.0,1,0,0,1,1,1,1
595,LP002940,0,110.0,360.0,1.0,3833.0,1,1,0,0,0,0,1
596,LP002941,2,187.0,360.0,1.0,7383.0,1,1,0,0,1,1,0
597,LP002943,0,88.0,360.0,0.0,2987.0,1,0,1,0,0,0,0
598,LP002945,0,180.0,360.0,1.0,9963.0,1,0,0,0,1,1,1
599,LP002948,2,192.0,360.0,1.0,5780.0,1,0,0,1,1,0,1
600,LP002949,3,350.0,180.0,1.0,42083.0,0,0,0,1,0,0,0
601,LP002950,0,155.0,360.0,1.0,5686.0,1,1,0,0,1,0,1
602,LP002953,3,128.0,360.0,1.0,5703.0,1,0,0,1,1,0,1
603,LP002958,0,172.0,360.0,1.0,7977.0,1,0,0,0,0,0,1
604,LP002959,1,496.0,360.0,1.0,12000.0,0,0,1,0,1,0,1
605,LP002960,0,128.0,180.0,1.0,6200.0,1,1,0,1,1,0,0
606,LP002961,1,173.0,360.0,1.0,5900.0,1,0,1,0,1,0,1
607,LP002964,2,157.0,360.0,1.0,5398.0,1,1,0,0,1,0,1
608,LP002974,0,108.0,360.0,1.0,5182.0,1,0,0,0,1,0,1
609,LP002978,0,71.0,360.0,1.0,2900.0,0,0,0,0,0,0,1
610,LP002979,3,40.0,180.0,1.0,4106.0,1,0,0,0,1,0,1
611,LP002983,1,253.0,360.0,1.0,8312.0,1,0,0,1,1,0,1
612,LP002984,2,187.0,360.0,1.0,7583.0,1,0,0,1,1,0,1
613,LP002990,0,133.0,360.0,0.0,4583.0,0,0,1,0,0,1,0
