Loan_ID,Gender,Married,Dependents,Education,Self_Employed,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Total
LP001996,Male,No,0,Graduate,No,480.0,360.0,1.0,Rural,N,20233.0
LP001998,Male,Yes,2,Not Graduate,No,185.0,360.0,,Rural,Y,7667.0
LP002002,Female,No,0,Graduate,No,84.0,360.0,1.0,Semiurban,Y,2917.0
LP002004,Male,No,0,Not Graduate,No,111.0,360.0,1.0,Semiurban,Y,5332.0
LP002006,Female,No,0,Graduate,No,56.0,360.0,1.0,Rural,Y,2507.0
LP002008,Male,Yes,2,Graduate,Yes,144.0,84.0,,Rural,Y,5746.0
LP002024,,Yes,0,Graduate,No,159.0,360.0,1.0,Rural,N,4316.0
LP002031,Male,Yes,1,Not Graduate,No,111.0,180.0,1.0,Urban,Y,5039.0
LP002035,Male,Yes,2,Graduate,No,120.0,360.0,1.0,Semiurban,Y,3717.0
LP002036,Male,Yes,0,Graduate,No,88.0,360.0,,Urban,Y,4192.0
LP002043,Female,No,1,Graduate,No,112.0,360.0,,Semiurban,Y,3541.0
LP002050,Male,Yes,1,Graduate,Yes,155.0,360.0,1.0,Rural,N,10000.0
LP002051,Male,Yes,0,Graduate,No,115.0,360.0,1.0,Semiurban,Y,4567.0
LP002053,Male,Yes,3,Graduate,No,124.0,360.0,1.0,Semiurban,Y,4531.0
LP002054,Male,Yes,2,Not Graduate,No,,360.0,1.0,Rural,Y,5191.0
LP002055,Female,No,0,Graduate,No,132.0,360.0,,Rural,Y,6151.0
LP002065,Male,Yes,3,Graduate,No,300.0,360.0,1.0,Rural,Y,15000.0
LP002067,Male,Yes,1,Graduate,Yes,376.0,360.0,0.0,Rural,N,13649.0
LP002068,Male,No,0,Graduate,No,130.0,360.0,0.0,Rural,Y,4917.0
LP002082,Male,Yes,0,Graduate,Yes,184.0,360.0,1.0,Semiurban,Y,7978.0
LP002086,Female,Yes,0,Graduate,No,110.0,360.0,1.0,Urban,N,6784.0
LP002087,Female,No,0,Graduate,No,67.0,360.0,1.0,Urban,Y,2500.0
LP002097,Male,No,1,Graduate,No,117.0,360.0,1.0,Urban,Y,6177.0
LP002098,Male,No,0,Graduate,No,98.0,360.0,1.0,Semiurban,Y,2935.0
LP002100,Male,No,,Graduate,No,71.0,360.0,1.0,Urban,Y,2833.0
LP002101,Male,Yes,0,Graduate,,490.0,180.0,1.0,Urban,Y,63337.0
LP002103,,Yes,1,Graduate,Yes,182.0,180.0,1.0,Urban,Y,11666.0
LP002106,Male,Yes,,Graduate,Yes,70.0,,1.0,Semiurban,Y,9993.0
LP002110,Male,Yes,1,Graduate,,160.0,360.0,1.0,Rural,Y,5938.0
LP002112,Male,Yes,2,Graduate,Yes,176.0,360.0,1.0,Rural,Y,7100.0
LP002113,Female,No,3,Not Graduate,No,,360.0,0.0,Urban,N,1830.0
LP002114,Female,No,0,Graduate,No,71.0,360.0,1.0,Semiurban,Y,4160.0
LP002115,Male,Yes,3,Not Graduate,No,173.0,360.0,1.0,Rural,N,4234.0
LP002116,Female,No,0,Graduate,No,46.0,360.0,1.0,Rural,N,2378.0
LP002119,Male,Yes,1,Not Graduate,No,158.0,360.0,1.0,Urban,Y,5783.0
LP002126,Male,Yes,3,Not Graduate,No,74.0,360.0,1.0,Semiurban,Y,3173.0
LP002128,Male,Yes,2,Graduate,,125.0,360.0,1.0,Rural,Y,4913.0
LP002129,Male,Yes,0,Graduate,No,160.0,360.0,1.0,Semiurban,Y,4957.0
LP002130,Male,Yes,,Not Graduate,No,152.0,360.0,0.0,Rural,N,6753.0
LP002131,Male,Yes,2,Not Graduate,No,126.0,360.0,1.0,Urban,Y,5251.0
LP002137,Male,Yes,0,Graduate,No,259.0,360.0,,Semiurban,Y,10916.0
LP002138,Male,Yes,0,Graduate,No,187.0,360.0,1.0,Rural,Y,8875.0
LP002139,Male,Yes,0,Graduate,No,228.0,360.0,1.0,Semiurban,Y,9083.0
LP002140,Male,No,0,Graduate,No,308.0,360.0,1.0,Rural,N,12917.0
LP002141,Male,Yes,3,Graduate,No,95.0,360.0,1.0,Rural,Y,4749.0
LP002142,Female,Yes,0,Graduate,Yes,105.0,360.0,0.0,Rural,N,5500.0
LP002143,Female,Yes,0,Graduate,No,130.0,360.0,1.0,Semiurban,Y,2928.0
LP002144,Female,No,,Graduate,No,116.0,180.0,1.0,Urban,Y,3813.0
LP002149,Male,Yes,2,Graduate,No,165.0,360.0,1.0,Rural,Y,11500.0
LP002151,Male,Yes,1,Graduate,No,67.0,360.0,1.0,Urban,N,3875.0
LP002158,Male,Yes,0,Not Graduate,No,100.0,480.0,0.0,Urban,N,4666.0
LP002160,Male,Yes,3,Graduate,No,200.0,360.0,1.0,Semiurban,Y,8334.0
LP002161,Female,No,1,Graduate,No,81.0,360.0,1.0,Semiurban,N,4723.0
LP002170,Male,Yes,2,Graduate,No,236.0,360.0,1.0,Semiurban,Y,8667.0
LP002175,Male,Yes,0,Graduate,No,130.0,360.0,1.0,Urban,Y,7083.0
LP002178,Male,Yes,0,Graduate,No,95.0,300.0,,Urban,Y,6046.0
LP002180,Male,No,0,Graduate,Yes,141.0,360.0,1.0,Rural,Y,6822.0
LP002181,Male,No,0,Not Graduate,No,133.0,360.0,1.0,Rural,N,6216.0
LP002187,Male,No,0,Graduate,No,96.0,480.0,1.0,Semiurban,N,2500.0
LP002188,Male,No,0,Graduate,No,124.0,,0.0,Rural,N,5124.0
LP002190,Male,Yes,1,Graduate,No,175.0,360.0,1.0,Semiurban,Y,6325.0
LP002191,Male,Yes,0,Graduate,No,570.0,360.0,1.0,Rural,N,24996.0
LP002194,Female,No,0,Graduate,Yes,55.0,360.0,1.0,Semiurban,Y,15759.0
LP002197,Male,Yes,2,Graduate,No,155.0,360.0,1.0,Semiurban,Y,5185.0
LP002201,Male,Yes,2,Graduate,Yes,380.0,300.0,1.0,Rural,Y,17196.0
LP002205,Male,No,1,Graduate,No,111.0,180.0,0.0,Urban,N,5049.0
LP002209,Female,No,0,Graduate,,110.0,360.0,1.0,Urban,Y,4223.0
LP002211,Male,Yes,0,Graduate,No,120.0,180.0,1.0,Urban,Y,5740.0
LP002219,Male,Yes,3,Graduate,No,130.0,360.0,1.0,Rural,Y,13746.0
LP002223,Male,Yes,0,Graduate,No,130.0,360.0,,Semiurban,Y,4310.0
LP002224,Male,No,0,Graduate,No,71.0,480.0,1.0,Urban,N,3069.0
LP002225,Male,Yes,2,Graduate,No,130.0,360.0,1.0,Urban,Y,5391.0
LP002226,Male,Yes,0,Graduate,,128.0,360.0,1.0,Semiurban,Y,5833.0
LP002229,Male,No,0,Graduate,No,296.0,360.0,1.0,Semiurban,Y,10173.0
LP002231,Female,No,0,Graduate,No,156.0,360.0,1.0,Urban,Y,6000.0
LP002234,Male,No,0,Graduate,Yes,128.0,360.0,1.0,Urban,Y,7167.0
LP002236,Male,Yes,2,Graduate,No,100.0,360.0,1.0,Urban,N,4566.0
LP002237,Male,No,1,Graduate,,113.0,180.0,1.0,Urban,Y,3667.0
LP002239,Male,No,0,Not Graduate,No,132.0,360.0,1.0,Semiurban,Y,3946.0
LP002243,Male,Yes,0,Not Graduate,No,,360.0,0.0,Urban,N,6146.0
LP002244,Male,Yes,0,Graduate,No,136.0,360.0,1.0,Urban,Y,4750.0
LP002250,Male,Yes,0,Graduate,No,125.0,360.0,1.0,Rural,Y,5488.0
LP002255,Male,No,3,Graduate,No,185.0,360.0,1.0,Rural,Y,9167.0
LP002262,Male,Yes,3,Graduate,No,275.0,360.0,1.0,Rural,Y,9504.0
LP002263,Male,Yes,0,Graduate,No,120.0,360.0,,Urban,Y,4698.0
LP002265,Male,Yes,2,Not Graduate,No,113.0,180.0,1.0,Semiurban,Y,3618.0
LP002266,Male,Yes,2,Graduate,No,113.0,360.0,1.0,Urban,Y,4500.0
LP002272,Male,Yes,2,Graduate,No,135.0,360.0,,Semiurban,Y,3760.0
LP002277,Female,No,0,Graduate,No,71.0,360.0,0.0,Urban,N,3180.0
LP002281,Male,Yes,0,Graduate,No,95.0,360.0,1.0,Urban,Y,4492.0
LP002284,Male,No,0,Not Graduate,No,109.0,360.0,1.0,Rural,Y,5568.0
LP002287,Female,No,0,Graduate,No,103.0,360.0,0.0,Semiurban,N,3300.0
LP002288,Male,Yes,2,Not Graduate,No,45.0,180.0,0.0,Urban,N,2889.0
LP002296,Male,No,0,Not Graduate,No,65.0,300.0,1.0,Rural,N,2755.0
LP002297,Male,No,0,Graduate,No,103.0,360.0,1.0,Semiurban,Y,22500.0
LP002300,Female,No,0,Not Graduate,No,53.0,360.0,1.0,Semiurban,Y,1963.0
LP002301,Female,No,0,Graduate,Yes,194.0,360.0,1.0,Rural,N,7441.0
LP002305,Female,No,0,Graduate,No,115.0,360.0,1.0,Semiurban,Y,4547.0
LP002308,Male,Yes,0,Not Graduate,No,115.0,360.0,1.0,Urban,Y,4567.0
LP002314,Female,No,0,Not Graduate,No,66.0,360.0,1.0,Rural,Y,2213.0
LP002315,Male,Yes,1,Graduate,No,152.0,300.0,0.0,Semiurban,N,8300.0
LP002317,Male,Yes,3,Graduate,No,360.0,360.0,0.0,Rural,N,81000.0
LP002318,Female,No,1,Not Graduate,Yes,62.0,360.0,1.0,Semiurban,N,3867.0
LP002319,Male,Yes,0,Graduate,,160.0,360.0,,Urban,Y,6256.0
LP002328,Male,Yes,0,Not Graduate,No,218.0,360.0,0.0,Rural,N,6096.0
LP002332,Male,Yes,0,Not Graduate,No,110.0,360.0,1.0,Rural,Y,4286.0
LP002335,Female,Yes,0,Not Graduate,No,178.0,360.0,0.0,Semiurban,N,5386.0
LP002337,Female,No,0,Graduate,No,60.0,360.0,1.0,Urban,Y,2995.0
LP002341,Female,No,1,Graduate,No,160.0,360.0,1.0,Urban,N,2600.0
LP002342,Male,Yes,2,Graduate,Yes,239.0,360.0,1.0,Urban,N,21600.0
LP002345,Male,Yes,0,Graduate,No,112.0,360.0,1.0,Rural,Y,3798.0
LP002347,Male,Yes,0,Graduate,No,138.0,360.0,1.0,Semiurban,Y,4663.0
LP002348,Male,Yes,0,Graduate,No,138.0,360.0,1.0,Rural,Y,5829.0
LP002357,Female,No,0,Not Graduate,No,80.0,,0.0,Urban,N,2720.0
LP002361,Male,Yes,0,Graduate,No,100.0,360.0,1.0,Urban,Y,3539.0
LP002362,Male,Yes,1,Graduate,No,110.0,,0.0,Urban,N,8917.0
LP002364,Male,Yes,0,Graduate,No,96.0,360.0,1.0,Semiurban,Y,14880.0
LP002366,Male,Yes,0,Graduate,No,121.0,360.0,1.0,Rural,Y,6966.0
LP002367,Female,No,1,Not Graduate,No,81.0,360.0,1.0,Rural,N,4606.0
LP002368,Male,Yes,2,Graduate,No,133.0,360.0,1.0,Semiurban,Y,5935.0
LP002369,Male,Yes,0,Graduate,No,87.0,360.0,1.0,Rural,Y,2936.12000084
LP002370,Male,No,0,Not Graduate,No,60.0,180.0,1.0,Urban,Y,2717.0
LP002377,Female,No,1,Graduate,Yes,150.0,360.0,1.0,Semiurban,Y,8624.0
LP002379,Male,No,0,Graduate,No,105.0,360.0,0.0,Rural,N,6500.0
LP002386,Male,No,0,Graduate,,405.0,360.0,1.0,Semiurban,Y,12876.0
LP002387,Male,Yes,0,Graduate,No,143.0,360.0,1.0,Semiurban,Y,4765.0
LP002390,Male,No,0,Graduate,No,100.0,360.0,1.0,Urban,Y,3750.0
LP002393,Female,,,Graduate,No,,240.0,1.0,Semiurban,Y,10047.0
LP002398,Male,No,0,Graduate,No,50.0,360.0,1.0,Semiurban,Y,3777.0
LP002401,Male,Yes,0,Graduate,No,,360.0,1.0,Urban,Y,3338.0
LP002403,Male,No,0,Graduate,Yes,187.0,360.0,0.0,Urban,N,10416.0
LP002407,Female,Yes,0,Not Graduate,Yes,138.0,360.0,1.0,Rural,Y,7142.0
LP002408,Male,No,0,Graduate,No,187.0,360.0,1.0,Semiurban,Y,8724.0
LP002409,Male,Yes,0,Graduate,No,180.0,360.0,1.0,Rural,Y,9734.0
LP002418,Male,No,3,Not Graduate,No,148.0,360.0,1.0,Semiurban,Y,6700.0
LP002422,Male,No,1,Graduate,No,152.0,360.0,1.0,Semiurban,Y,37719.0
LP002424,Male,Yes,0,Graduate,No,175.0,300.0,,Rural,Y,15666.0
LP002429,Male,Yes,1,Graduate,Yes,130.0,360.0,1.0,Rural,Y,4676.0
LP002434,Male,Yes,2,Not Graduate,No,110.0,360.0,1.0,Rural,Y,4652.0
LP002435,Male,Yes,0,Graduate,,55.0,360.0,1.0,Rural,N,4915.0
LP002443,Male,Yes,2,Graduate,No,150.0,360.0,0.0,Rural,N,5050.0
LP002444,Male,No,1,Not Graduate,Yes,190.0,360.0,,Semiurban,N,4311.0
LP002446,Male,Yes,2,Not Graduate,No,125.0,360.0,0.0,Rural,N,3564.0
LP002447,Male,Yes,2,Not Graduate,No,60.0,300.0,,Urban,Y,3414.0
LP002448,Male,Yes,0,Graduate,No,149.0,360.0,0.0,Rural,N,5681.0
LP002449,Male,Yes,0,Graduate,No,90.0,180.0,0.0,Rural,Y,4949.0
LP002453,Male,No,0,Graduate,Yes,84.0,360.0,1.0,Semiurban,Y,7085.0
LP002455,Male,Yes,2,Graduate,No,96.0,360.0,1.0,Semiurban,Y,3859.0
LP002459,Male,Yes,0,Graduate,No,118.0,360.0,1.0,Urban,Y,4301.0
LP002467,Male,Yes,0,Graduate,No,173.0,360.0,1.0,Urban,N,6277.0
LP002472,Male,No,2,Graduate,No,136.0,360.0,1.0,Rural,Y,4354.0
LP002473,Male,Yes,0,Graduate,No,160.0,360.0,1.0,Semiurban,N,8334.0
LP002478,,Yes,0,Graduate,Yes,160.0,360.0,,Semiurban,Y,6166.0
LP002484,Male,Yes,3,Graduate,No,128.0,180.0,1.0,Urban,Y,7740.0
LP002487,Male,Yes,0,Graduate,No,153.0,360.0,1.0,Rural,Y,5203.0
LP002489,Female,No,1,Not Graduate,,132.0,360.0,1.0,Semiurban,Y,5191.0
LP002493,Male,No,0,Graduate,No,98.0,360.0,0.0,Semiurban,N,4166.0
LP002494,Male,No,0,Graduate,No,140.0,360.0,1.0,Rural,Y,6000.0
LP002500,Male,Yes,3,Not Graduate,No,70.0,180.0,0.0,Urban,N,4611.0
LP002501,,Yes,0,Graduate,No,110.0,360.0,1.0,Semiurban,Y,16692.0
LP002502,Female,Yes,2,Not Graduate,,98.0,360.0,1.0,Semiurban,Y,3127.0
LP002505,Male,Yes,0,Graduate,No,110.0,360.0,1.0,Urban,N,6784.0
LP002515,Male,Yes,1,Graduate,Yes,162.0,360.0,1.0,Semiurban,Y,5529.0
LP002517,Male,Yes,1,Not Graduate,No,113.0,180.0,0.0,Rural,N,4153.0
LP002519,Male,Yes,3,Graduate,No,100.0,360.0,1.0,Semiurban,Y,4691.0
LP002522,Female,No,0,Graduate,Yes,93.0,360.0,,Urban,Y,2500.0
LP002524,Male,No,2,Graduate,No,162.0,360.0,1.0,Rural,Y,10180.0
LP002527,Male,Yes,2,Graduate,Yes,150.0,360.0,1.0,Rural,Y,17539.0
LP002529,Male,Yes,2,Graduate,No,230.0,300.0,1.0,Semiurban,Y,8450.0
LP002530,,Yes,2,Graduate,No,132.0,360.0,0.0,Semiurban,N,4745.0
LP002531,Male,Yes,1,Graduate,Yes,86.0,360.0,1.0,Semiurban,Y,18917.0
LP002533,Male,Yes,2,Graduate,No,,360.0,1.0,Urban,N,4550.0
LP002534,Female,No,0,Not Graduate,No,154.0,360.0,1.0,Rural,Y,4350.0
LP002536,Male,Yes,3,Not Graduate,No,113.0,360.0,1.0,Rural,Y,3095.0
LP002537,Male,Yes,0,Graduate,No,128.0,360.0,1.0,Semiurban,Y,5233.0
LP002541,Male,Yes,0,Graduate,No,234.0,360.0,1.0,Semiurban,Y,10833.0
LP002543,Male,Yes,2,Graduate,No,246.0,360.0,1.0,Semiurban,Y,8333.0
LP002544,Male,Yes,1,Not Graduate,No,131.0,360.0,1.0,Rural,Y,4394.0
LP002545,Male,No,2,Graduate,No,80.0,360.0,0.0,Rural,N,3547.0
LP002547,Male,Yes,1,Graduate,No,500.0,360.0,1.0,Urban,N,18333.0
LP002555,Male,Yes,2,Graduate,Yes,160.0,360.0,1.0,Semiurban,Y,6666.0
LP002556,Male,No,0,Graduate,No,75.0,360.0,1.0,Urban,N,2435.0
LP002560,Male,No,0,Not Graduate,No,96.0,360.0,,Semiurban,Y,5484.0
LP002562,Male,Yes,1,Not Graduate,No,186.0,360.0,,Urban,Y,6464.0
LP002571,Male,No,0,Not Graduate,No,110.0,360.0,1.0,Rural,Y,3691.0
LP002582,Female,No,0,Not Graduate,Yes,225.0,360.0,1.0,Semiurban,Y,17263.0
LP002585,Male,Yes,0,Graduate,No,119.0,360.0,0.0,Rural,N,5754.0
LP002586,Female,Yes,1,Graduate,No,105.0,84.0,1.0,Semiurban,Y,4239.0
LP002587,Male,Yes,0,Not Graduate,No,107.0,360.0,1.0,Rural,Y,4300.0
LP002588,Male,Yes,0,Graduate,No,111.0,12.0,,Urban,Y,7482.0
LP002600,Male,Yes,1,Graduate,Yes,95.0,360.0,1.0,Semiurban,Y,2895.0
LP002602,Male,No,0,Graduate,No,209.0,360.0,0.0,Rural,N,10699.0
LP002603,Female,No,0,Graduate,No,113.0,480.0,1.0,Rural,Y,4328.0
LP002606,Female,No,0,Graduate,No,100.0,360.0,1.0,Semiurban,Y,3159.0
LP002615,Male,Yes,2,Graduate,No,208.0,360.0,1.0,Semiurban,Y,10489.0
LP002618,Male,Yes,1,Not Graduate,No,138.0,360.0,,Rural,N,9352.0
LP002619,Male,Yes,0,Not Graduate,No,124.0,300.0,1.0,Semiurban,Y,5297.0
LP002622,Male,Yes,2,Graduate,No,243.0,360.0,1.0,Rural,Y,7926.0
LP002624,Male,Yes,0,Graduate,No,480.0,360.0,,Urban,Y,27500.0
LP002625,,No,0,Graduate,No,96.0,360.0,1.0,Urban,N,3583.0
LP002626,Male,Yes,0,Graduate,Yes,188.0,360.0,1.0,Urban,Y,5492.0
LP002634,Female,No,1,Graduate,No,40.0,360.0,1.0,Urban,Y,13262.0
LP002637,Male,No,0,Not Graduate,No,100.0,360.0,1.0,Rural,N,4885.0
LP002640,Male,Yes,1,Graduate,No,250.0,360.0,1.0,Semiurban,Y,8069.0
LP002643,Male,Yes,2,Graduate,No,148.0,360.0,1.0,Urban,Y,5318.0
LP002648,Male,Yes,0,Graduate,No,70.0,180.0,1.0,Semiurban,N,8796.0
LP002652,Male,No,0,Graduate,No,311.0,360.0,1.0,Rural,N,9481.0
LP002659,Male,Yes,3,Graduate,No,150.0,360.0,1.0,Rural,Y,6894.0
LP002670,Female,Yes,2,Graduate,No,113.0,480.0,1.0,Semiurban,Y,3663.0
LP002682,Male,Yes,,Not Graduate,No,123.0,360.0,0.0,Semiurban,N,4874.0
LP002683,Male,No,0,Graduate,No,185.0,360.0,1.0,Semiurban,N,6598.0
LP002684,Female,No,0,Not Graduate,No,95.0,360.0,1.0,Rural,N,3400.0
LP002689,Male,Yes,2,Not Graduate,No,45.0,360.0,1.0,Semiurban,Y,3934.0
LP002690,Male,No,0,Graduate,No,55.0,360.0,1.0,Semiurban,Y,2500.0
LP002692,Male,Yes,3,Graduate,Yes,100.0,360.0,1.0,Rural,Y,7101.0
LP002693,Male,Yes,2,Graduate,Yes,480.0,360.0,1.0,Rural,Y,15114.0
LP002697,Male,No,0,Graduate,No,,360.0,1.0,Semiurban,N,6767.0
LP002699,Male,Yes,2,Graduate,Yes,400.0,360.0,1.0,Rural,Y,17500.0
LP002705,Male,Yes,0,Graduate,No,110.0,360.0,1.0,Semiurban,Y,3775.0
LP002706,Male,Yes,1,Not Graduate,No,161.0,360.0,0.0,Semiurban,Y,6715.0
LP002714,Male,No,1,Not Graduate,No,94.0,360.0,1.0,Semiurban,Y,3981.0
LP002716,Male,No,0,Not Graduate,No,130.0,360.0,1.0,Semiurban,Y,6783.0
LP002717,Male,Yes,0,Graduate,No,216.0,360.0,,Rural,Y,6525.0
LP002720,Male,Yes,3,Graduate,No,100.0,360.0,1.0,Urban,Y,4281.0
LP002723,Male,No,2,Graduate,No,110.0,360.0,0.0,Rural,N,3588.0
LP002729,Male,No,1,Graduate,No,196.0,360.0,,Semiurban,N,11250.0
LP002731,Female,No,0,Not Graduate,Yes,125.0,360.0,1.0,Urban,Y,18165.0
LP002732,Male,No,0,Not Graduate,,126.0,360.0,1.0,Rural,Y,4592.0
LP002734,Male,Yes,0,Graduate,No,324.0,360.0,1.0,Urban,Y,10039.0
LP002738,Male,No,2,Graduate,No,107.0,360.0,1.0,Semiurban,Y,3617.0
LP002739,Male,Yes,0,Not Graduate,No,66.0,360.0,1.0,Rural,N,3453.0
LP002740,Male,Yes,3,Graduate,No,157.0,180.0,1.0,Rural,Y,6417.0
LP002741,Female,Yes,1,Graduate,No,140.0,180.0,1.0,Semiurban,Y,7453.0
LP002743,Female,No,0,Graduate,No,99.0,360.0,0.0,Semiurban,N,2138.0
LP002753,Female,No,1,Graduate,,95.0,360.0,1.0,Semiurban,Y,3652.0
LP002755,Male,Yes,1,Not Graduate,No,128.0,360.0,1.0,Urban,Y,4763.0
LP002757,Female,Yes,0,Not Graduate,No,102.0,360.0,,Semiurban,Y,3680.0
LP002767,Male,Yes,0,Graduate,No,155.0,360.0,1.0,Rural,Y,4718.0
LP002768,Male,No,0,Not Graduate,No,80.0,36.0,1.0,Semiurban,N,3358.0
LP002772,Male,No,0,Graduate,No,145.0,360.0,1.0,Rural,Y,4309.0
LP002776,Female,No,0,Graduate,No,103.0,360.0,0.0,Semiurban,N,5000.0
LP002777,Male,Yes,0,Graduate,No,110.0,360.0,1.0,Rural,Y,4801.0
LP002778,Male,Yes,2,Graduate,Yes,,360.0,0.0,Rural,N,6633.0
LP002784,Male,Yes,1,Not Graduate,No,,360.0,1.0,Rural,Y,4867.0
LP002785,Male,Yes,1,Graduate,No,158.0,360.0,1.0,Urban,Y,6583.0
LP002788,Male,Yes,0,Not Graduate,No,181.0,360.0,0.0,Urban,N,4787.0
LP002789,Male,Yes,0,Graduate,No,132.0,180.0,0.0,Rural,N,7859.0
LP002792,Male,Yes,1,Graduate,No,26.0,360.0,1.0,Semiurban,Y,6500.0
LP002794,Female,No,0,Graduate,No,84.0,360.0,,Urban,Y,4292.0
LP002795,Male,Yes,3,Graduate,Yes,260.0,360.0,1.0,Semiurban,Y,10139.0
LP002798,Male,Yes,0,Graduate,No,162.0,360.0,1.0,Semiurban,Y,6556.0
LP002804,Female,Yes,0,Graduate,No,182.0,360.0,1.0,Semiurban,Y,6486.0
LP002807,Male,Yes,2,Not Graduate,No,108.0,360.0,1.0,Semiurban,Y,3917.0
LP002813,Female,Yes,1,Graduate,Yes,600.0,360.0,1.0,Semiurban,Y,19484.0
LP002820,Male,Yes,0,Graduate,No,211.0,360.0,1.0,Rural,Y,7977.0
LP002821,Male,No,0,Not Graduate,Yes,132.0,360.0,1.0,Semiurban,Y,5800.0
LP002832,Male,Yes,2,Graduate,No,258.0,360.0,0.0,Urban,N,8799.0
LP002833,Male,Yes,0,Not Graduate,No,120.0,360.0,,Rural,Y,4467.0
LP002836,Male,No,0,Graduate,No,70.0,360.0,1.0,Urban,Y,3333.0
LP002837,Male,Yes,3,Graduate,No,123.0,360.0,0.0,Rural,N,5900.0
LP002840,Female,No,0,Graduate,No,9.0,360.0,1.0,Urban,N,2378.0
LP002841,Male,Yes,0,Graduate,No,104.0,360.0,0.0,Urban,N,5230.0
LP002842,Male,Yes,1,Graduate,No,186.0,360.0,1.0,Urban,Y,5167.0
LP002847,Male,Yes,,Graduate,No,165.0,360.0,0.0,Urban,N,6567.0
LP002855,Male,Yes,2,Graduate,No,275.0,360.0,1.0,Urban,Y,16666.0
LP002862,Male,Yes,2,Not Graduate,No,187.0,480.0,1.0,Semiurban,N,7750.0
LP002863,Male,Yes,3,Graduate,No,150.0,360.0,1.0,Semiurban,N,6406.0
LP002868,Male,Yes,2,Graduate,No,108.0,84.0,1.0,Urban,Y,3620.0
LP002872,,Yes,0,Graduate,No,136.0,360.0,0.0,Semiurban,N,5297.0
LP002874,Male,No,0,Graduate,No,110.0,360.0,1.0,Urban,Y,5968.0
LP002877,Male,Yes,1,Graduate,No,107.0,360.0,1.0,Rural,Y,4014.0
LP002888,Male,No,0,Graduate,,161.0,360.0,1.0,Urban,Y,6099.0
LP002892,Male,Yes,2,Graduate,No,205.0,360.0,1.0,Semiurban,Y,6540.0
LP002893,Male,No,0,Graduate,No,90.0,360.0,1.0,Urban,N,35673.0
LP002894,Female,Yes,0,Graduate,No,36.0,360.0,1.0,Semiurban,Y,3166.0
LP002898,Male,Yes,1,Graduate,No,61.0,360.0,,Rural,N,1880.0
LP002911,Male,Yes,1,Graduate,No,146.0,360.0,0.0,Rural,N,4704.0
LP002912,Male,Yes,1,Graduate,No,172.0,84.0,1.0,Rural,N,7283.0
LP002916,Male,Yes,0,Graduate,No,104.0,360.0,1.0,Urban,Y,3819.0
LP002917,Female,No,0,Not Graduate,No,70.0,360.0,1.0,Semiurban,Y,2165.0
LP002925,,No,0,Graduate,No,94.0,360.0,1.0,Semiurban,Y,4750.0
LP002926,Male,Yes,2,Graduate,Yes,106.0,360.0,0.0,Semiurban,N,2726.0
LP002928,Male,Yes,0,Graduate,No,56.0,180.0,1.0,Semiurban,Y,6416.0
LP002931,Male,Yes,2,Graduate,Yes,205.0,240.0,1.0,Semiurban,N,6000.0
LP002933,,No,3,Graduate,Yes,292.0,360.0,1.0,Semiurban,Y,9357.0
LP002936,Male,Yes,0,Graduate,No,142.0,180.0,1.0,Rural,Y,7159.0
LP002938,Male,Yes,0,Graduate,Yes,260.0,360.0,1.0,Urban,Y,16120.0
LP002940,Male,No,0,Not Graduate,No,110.0,360.0,1.0,Rural,Y,3833.0
LP002941,Male,Yes,2,Not Graduate,Yes,187.0,360.0,1.0,Rural,N,7383.0
LP002943,Male,No,,Graduate,No,88.0,360.0,0.0,Semiurban,N,2987.0
LP002945,Male,Yes,0,Graduate,Yes,180.0,360.0,1.0,Rural,Y,9963.0
LP002948,Male,Yes,2,Graduate,No,192.0,360.0,1.0,Urban,Y,5780.0
LP002949,Female,No,3,Graduate,,350.0,180.0,,Urban,N,42083.0
LP002950,Male,Yes,0,Not Graduate,,155.0,360.0,1.0,Rural,Y,5686.0
LP002953,Male,Yes,3,Graduate,No,128.0,360.0,1.0,Urban,Y,5703.0
LP002958,Male,No,0,Graduate,No,172.0,360.0,1.0,Rural,Y,7977.0
LP002959,Female,Yes,1,Graduate,No,496.0,360.0,1.0,Semiurban,Y,12000.0
LP002960,Male,Yes,0,Not Graduate,No,,180.0,1.0,Urban,N,6200.0
LP002961,Male,Yes,1,Graduate,No,173.0,360.0,1.0,Semiurban,Y,5900.0
LP002964,Male,Yes,2,Not Graduate,No,157.0,360.0,1.0,Rural,Y,5398.0
LP002974,Male,Yes,0,Graduate,No,108.0,360.0,1.0,Rural,Y,5182.0
LP002978,Female,No,0,Graduate,No,71.0,360.0,1.0,Rural,Y,2900.0
LP002979,Male,Yes,3,Graduate,No,40.0,180.0,1.0,Rural,Y,4106.0
LP002983,Male,Yes,1,Graduate,No,253.0,360.0,1.0,Urban,Y,8312.0
LP002984,Male,Yes,2,Graduate,No,187.0,360.0,1.0,Urban,Y,7583.0
LP002990,Female,No,0,Graduate,Yes,133.0,360.0,0.0,Semiurban,N,4583.0
